avg. reported cases,avg.deaths per year,target_deathrate,incidence rate,Avg. income,poverty percent,male age,female age,percent married
9,4,166.4,347.2,56772,10.3,35.5,33,62.4
3540,1056,130.9,417.3,62536,11.9,31.3,32.3,52.1
35,16,123.9,261.1,40590,29.2,29.1,31.9,44.4
97,39,156.7,383.8,44644,17.1,30.8,29.9,54
93,35,154.2,417.4,48622,12.1,33.7,35,59.6
142,32,123.6,432.7,92560,6.8,37.8,38.4,63.2
208,59,146.7,489.9,64193,8.1,30.5,30.8,59.4
97,35,133.2,365.5,65489,9.6,29.3,30,57.2
1251,361,120.4,394.9,60957,12.6,24.3,24.6,58.8
81,20,114.5,432.5,65207,7.1,32.5,33.2,59.1
672,223,124.8,408.4,50169,12.9,33.4,35.9,59.4
12,4,129.3,366.9,42366,14.1,40.2,40.3,67.3
858,275,134.2,417.9,59293,12.3,31.3,32.3,54.5
192,76,173.3,436.9,59089,9.5,42.3,43.7,50.3
261,100,176.1,488,44674,14.4,44.8,47.3,51.3
188,76,184.3,476.2,45029,13.9,42.2,44.4,49.5
737,252,159,463.7,61908,11,35,38.1,46
48,17,171.3,492.7,35570,19.6,49,48.6,53.9
232,95,187.8,450.4,59184,9.1,39.1,40.9,53.4
48,16,206.1,548.5,60081,9.1,47.4,46.8,59.8
128,48,173.7,461.6,49142,12.6,40.3,40.8,49.1
174,63,175.5,479.7,53025,12.8,43.8,46,54.4
161,66,172,438.8,42089,16.2,43.7,45.8,51.6
393,150,178.8,476,44888,13.5,44.3,46.9,49.4
343,123,165.8,467.3,58673,11,41.7,44.7,49.5
274,112,183.7,463.3,49616,12.9,44.3,47.2,50.7
369,133,160.4,461.9,51513,12.1,45.6,47.9,53.4
221,106,216.2,479.4,38390,19.4,42.7,47.3,52.6
425,174,143.8,372.9,67083,9.1,36.9,40.4,51
98,50,189.5,401.8,45454,15.8,45.6,48.6,54.2
84,35,216.5,522.5,51738,12.9,41.2,48.4,57.5
181,81,183.9,427.4,43998,13.7,42.4,44.7,50.1
86,36,178.9,432.6,44397,15.1,41.6,43.4,54.3
657,224,136.5,369.7,107143,8.5,33.8,34,42.9
391,163,167.1,408.9,57808,9.8,43,45.4,57.3
31,14,173,419.3,43852,11.5,45.8,49.4,55.1
44,20,220.5,472.2,42624,14.1,43.3,47.6,53.5
180,68,148.7,401.6,63646,7.8,45.5,47.2,61.4
104,39,165.3,463.4,37344,21.9,40.3,46.6,38.6
105,56,175.8,325.8,32083,23.2,43.1,47.9,51.6
82,39,191.8,390.1,38731,22.8,40.9,44.7,43.5
267,115,160.1,384.7,46663,14.5,40.8,43.6,54.6
163,65,201.8,503.8,56099,11,38.3,40,51.7
168,78,172.5,390.6,38474,17,44.5,48.6,56.5
50,23,214.2,492.6,49768,13.1,47.6,49.4,44.7
76,33,182.2,434.4,36339,20.7,41.9,45.9,44.5
1557,496,165,497,72972,8.3,36.9,39.3,52.6
77,38,197.4,417.9,70281,8.2,44.2,46.7,50.7
29,13,169.4,389.7,46551,12.4,46.6,47.6,57.3
209,90,187.1,421.6,62394,11,37.9,39.6,55.9
56,24,179.2,436.4,41409,19,41.5,45.4,45.8
74,46,218.9,356.4,32103,21.3,42.4,44.5,55.5
138,60,185.4,414.5,52288,12.1,41.3,43.3,45.1
66,29,183.4,433.5,48277,14.5,45,44.5,45.4
3959,1229,126.9,381.8,110507,6.7,36.4,38.4,56
272,116,162.9,369.4,89106,7.4,40.6,42.4,57.5
78,30,138,372.4,43355,14.1,42.9,46.4,58.9
136,56,176.5,435.3,64258,7.9,40.3,42.9,58.6
316,124,162,422.8,47419,16.3,44.7,45.2,58.4
389,157,185.3,456.6,65485,7.7,39.1,41,57.4
94,46,189.4,403.8,45979,13.5,42.1,45,50.7
224,90,200.4,491.8,58900,9.7,42.3,44.8,57.9
138,43,153.4,486.9,86610,7.5,46.1,48.4,62.8
84,50,196,355.3,31893,19.9,47,48.6,55.2
85,32,156.5,404,61762,9.6,39.4,41.4,59.8
69,24,174.7,492.2,36459,25.1,41.5,45.5,38.4
211,97,178.3,412.7,39079,18,43.1,46.9,47.8
568,185,163.7,496.6,81940,6.1,40.4,43.2,58.9
1459,565,169.1,444.7,62446,11,36,39.7,46.9
479,163,147.7,409.3,44490,24.9,32.2,30.4,44.3
416,176,190.6,460.1,36333,24.3,44.4,46.8,45.4
123,54,169.9,365.7,49995,19.4,34.7,44.2,43.5
38150,14010,148.4,405.5,55686,18.7,34.4,36.8,42.4
611,212,147.5,420.3,43171,22.3,32.2,34.5,47.6
1625,483,135.2,475,94549,8.8,43.7,46.9,51.8
116,43,147.6,396.8,47781,16.2,50.6,50.6,58.2
513,197,167.5,452.2,42840,18.8,40.6,44,45.1
877,343,162.9,415.9,43818,24.8,29.6,31,45.8
57,24,160.8,408.6,39172,20.2,47.6,48.2,52.1
45,13,102.1,320.8,59181,11.3,40.2,36.1,42.2
155,62,192.7,477.5,34971,25.4,36.6,41.9,41.5
68,34,195.6,391.8,34445,21.2,39.6,43.6,47.7
1601,551,140.8,413.6,57428,17,32.8,34.3,46.3
815,298,170.2,488.9,71063,9,39,41.7,50.9
628,227,144.9,423.9,57118,11.4,47.5,50.5,53.6
12694,4410,143.8,418.6,76061,12.9,35.8,38.4,50.1
1948,686,153.4,460.5,75689,8.3,39.7,42.2,55.6
134,53,167.2,420.3,47964,14,50.3,52,53
8857,3377,154.6,414.5,56877,17.1,33.5,35.5,48.4
6346,2389,168.9,452,55803,18.1,34.2,36.8,45
216,75,150.4,433,68166,14.1,34.2,35.7,51
7241,2778,168,423.1,51951,20.4,31.4,33.6,45.4
419,189,187.9,426.3,39922,17.2,39.4,41.9,57.6
13294,4895,157.1,434.9,66034,14.7,33.7,36.5,47.2
3948,1387,145.1,428.9,83788,12.1,38.4,38.6,38.8
2718,1065,168.9,432.1,51527,20.7,32.4,34.6,47.9
1459,520,149.4,443.7,61775,14.5,37.1,41.5,48.2
3648,1186,140,447,100806,7.5,38.2,40.8,51.9
1912,664,142.3,433,62116,17.4,32.4,35,44.9
7334,2355,135,420,97219,8.5,35.9,37.8,53.2
1225,396,145.4,450.4,64257,16.1,35.9,38.3,44.9
1108,465,192,478.8,43661,14.7,40.2,43.9,49.1
16,9,158,312.8,47293,13.8,54.4,55.1,52.4
257,106,189.1,459.6,41940,22.4,34,39.4,50.6
290,133,192.6,430.4,38641,21.1,45.9,49,52.1
2017,744,176.7,472.3,67106,12.3,35.9,38.7,46.8
2647,962,163.1,463.4,66949,11.3,39.2,42.6,47.2
2075,793,164.9,433.4,50917,18.1,32.3,34.8,47.9
386,155,155.1,395.8,51827,15.2,34.1,36.4,53
372,139,174,473.2,40782,18.2,39.3,42,51.4
98,41,189.4,455.5,34961,19.9,50.1,50.5,53.8
1436,564,155.2,391.5,42360,28.1,29.6,30.9,47.5
412,142,159.9,490.8,49476,14.3,46.4,51.1,51.8
3629,1234,146.1,432.7,74967,11.5,35.8,38.4,50.6
252,108,217.4,503.7,26602,35.2,36.2,40,33.4
760,282,158.9,428.2,54509,19.5,30.5,31.4,43.1
291,116,182.8,444.6,41403,21.6,31,33.2,49.5
1522,557,162.4,420.8,59316,12.9,32.6,33.5,49.7
62,24,165.7,416.8,38140,22.5,29.4,30.4,45.1
2362,753,140.1,429.5,65359,11.2,35,37.4,50.5
68,17,105.2,389.4,44508,14.7,48,51.6,60.6
24,13,188.6,369.7,36294,20,46.8,48.4,57.8
24,13,176.2,322.4,35424,32.3,38.7,50.3,42.6
1159,340,124.1,409.9,71546,13.3,34.4,37.1,47.7
215,80,158.4,417.3,85885,4,36.6,38.1,58.6
322,138,170.6,399.4,36241,24,38.2,40.4,53.5
105,39,140.8,392.2,48840,12.4,45.8,51.4,55.5
10,4,124.5,373.7,52273,13.4,37.3,36.5,53.7
50,15,139.4,416.9,69115,8.5,47,48.1,57.4
33,14,138.1,326.6,33998,22.9,38.1,39,56.3
17,7,116,307.3,27882,28.5,47.6,52.2,48.2
22,7,110.7,389.1,32570,40.5,38.6,30.1,30.9
31,11,160.8,439.8,48368,14.9,58.5,55,64.8
178,78,163.5,396.2,45283,15.6,45.3,48.8,56.3
2459,909,163.7,439.2,54872,15.9,33.8,34.3,39.2
7,4,122.2,234,44235,15.4,37.6,48.6,52.7
406,158,193.8,482.4,54298,14.4,36.7,39.1,51
984,259,128.4,424,107250,3.7,36.9,38.2,65.6
138,26,80.8,347.1,76661,7.8,35.4,35.7,51.4
102,32,148.3,410.8,83603,5.9,45.1,45.2,62.6
2600,825,148.5,451,59286,12.2,32.2,35.4,53.8
288,110,166.2,454.3,41385,19.1,40.5,49,49.8
183,58,126.4,379.6,62529,10.2,35.8,36.1,57.8
22,7,129.8,400.2,64752,7.9,44.6,44.8,54.5
47,16,123.2,310.5,59379,10.4,42.4,42.6,54.6
40,12,102.6,283.5,48940,14.9,34.1,34.8,43
52,21,151.5,454.7,32750,22,52.4,54.9,48.1
2635,846,141.7,436.7,70687,8.3,39,41.9,52.4
8,5,200.9,373.8,42310,13.5,41.4,40.9,55.5
40,17,161,389.8,46394,14.9,38,41.9,54.8
23,8,152.5,357.5,46765,16,38.9,39,52.5
233,69,129.3,415.5,60658,10.7,37.6,40,51
1230,419,134.1,395.3,57659,12.8,34.4,36.7,50.3
80,35,162.2,372,39625,17.4,42.2,48,52.2
26,11,147.4,372.9,41248,18.3,35.8,44,41
105,42,150.7,400.5,45439,17.7,36.1,41.6,46.5
724,281,153.9,414.8,50106,15.4,36.8,40.1,51.7
615,264,201,472.9,39904,19,39.3,42.2,50.1
55,21,164.1,403.9,56193,11.2,35.9,38.1,53.1
148,54,147.9,435.9,44163,16.3,42.3,45,52.4
208,87,151.4,382.1,46336,15.5,42.4,45.5,58.6
126,53,162,408,47631,13.4,35.6,37.3,54.7
100,41,150.9,400,33043,26,39.2,40.4,50.6
20,7,106.1,307.1,57242,9.6,51.2,53.5,61
74,23,137.9,402.1,58487,9.4,49.7,49,59.2
26,10,136,414.3,47006,11.5,38.8,45.2,61.4
64,12,59.7,318.5,73274,7,43.7,43.4,38
3168,1154,173.9,496.2,57732,12.4,39.2,41.8,46.5
113,37,160,497.3,61259,9,44.9,47.3,47.2
4431,1477,161.5,507.1,70074,10.7,38.9,42.2,48.6
387,149,153.9,413.9,53953,12,43.8,46.6,47.6
2371,1004,180,442.9,49072,17.7,36.7,40.4,42.2
715,291,164.4,415.4,57737,15,35.2,36.5,39.6
7861,2722,159.6,473.1,84026,8.9,37.1,39.9,50.2
64,16,146.9,572.8,82596,7.1,38,40.4,49.2
3932,1349,160.9,494.7,90039,6.5,39.6,42.2,52.2
3012,1037,176,517.7,74576,8.5,40.5,43.4,50.9
3190,1170,178.6,488.6,54280,21.5,31.6,32.8,30.4
4132,1539,171.5,470.3,65217,11.5,38.4,41,48.3
92,42,177,408.2,36377,17.5,56.5,56.7,60.5
62,24,154.2,419.3,45308,15.5,45.5,52,48.2
484,207,166.7,387.2,54232,11.4,39.2,40.8,58.1
228,81,179.3,537.3,38121,16.8,45.6,48.5,53.2
161,66,167.7,422.1,45743,13,48.6,50.2,60.1
114,50,202.3,467.3,36460,19.9,47.9,49,55
47,22,182.5,395.4,41624,15.8,39.3,49,41.1
223,115,155.7,312.7,57235,10.2,42.1,43.1,59.5
616,262,182.3,448.2,46061,16.8,40.2,44.5,49.6
125,50,179,472.8,48846,11.8,47.2,49.4,53.7
945,370,179,479.8,44145,17.7,39.9,42.8,50.1
202,92,170.7,376.6,46371,15.2,39.8,41.9,51.4
691,315,187.7,428.1,45916,15.4,38.7,41,46.5
228,125,181.6,335,48030,14.8,43.1,45.2,54.2
177,64,167.7,483.4,47991,12.6,45.7,47.5,56.1
180,78,184.5,451.3,41930,16.1,48.2,50.1,58.2
120,49,169.7,441.8,51175,11.3,44.2,46.9,57.4
120,46,157,424.1,58419,8.9,42.1,43.4,58.7
49,24,195.8,451.5,39408,15.6,52.4,52.5,58.1
114,46,173,441.2,47985,14,40.7,43.8,50.7
416,153,164,446.1,56365,10.6,38.6,39.8,53.8
155,65,174,434.3,45158,13.1,42.9,45.9,48.5
781,314,188.1,470.4,53945,15.4,36.4,38.3,47.6
112,37,126.7,422,56160,8.9,42.8,44.6,57.7
571,210,160,457.2,49790,12.6,34.5,36.3,47.2
86,36,166,423.2,52260,11.7,40.5,42.1,57.4
132,53,165.9,448.8,40968,15.9,46.3,48.3,54.5
196,78,184.4,498.7,48881,10.9,45.5,46.9,57.2
471,188,165.9,440.1,48430,10.8,43,45.6,55.7
743,253,153.9,478.1,54400,9.9,39.2,41.7,55.8
280,119,182.8,466.3,43701,13.4,46.3,48,54.6
110,54,217.8,471.9,43661,13,47.8,49.4,55.8
19,9,228.8,478.4,36774,29.1,27.4,34.4,37.2
4630,1813,189.9,494.3,42946,22,33.1,35.2,38.1
238,95,179.8,459.2,52978,14.4,38.8,39.8,53.4
233,91,184.3,483.9,52776,10.5,45.4,45.4,59.9
297,113,185.3,514.4,49040,12.6,48.9,51,56.8
845,282,153.4,464.9,59377,10,36.6,38.9,55
522,181,161.9,484.1,77364,5,42.7,44.8,60.5
39,18,163.1,387.6,53828,12.1,44.1,46.2,59.5
108,57,149.8,278.5,68471,10.8,36.1,35.8,51.5
182,99,168.1,321.4,52411,11.2,43.6,44.7,57.4
308,119,155.1,414.5,52075,15.4,35.2,37.2,49.6
100,41,170.1,451.2,42659,13,50,51.1,60.4
1069,371,166.8,491.6,54782,13.1,38.6,41.2,50
105,45,168.7,420.9,44026,13.5,42.7,45.5,59
819,344,186.8,455,51237,14.9,37.7,40.2,50.2
102,45,195.2,484.9,39999,16.9,46.7,48.3,55.5
249,125,163.8,315.2,75920,4.9,37.2,37.9,59.5
316,141,176.8,420.9,50243,11.9,38.3,43.3,53.8
123,55,208.5,483.8,40701,17,49.1,49.6,57
257,101,168,457.1,47841,11.2,43.6,45.2,55.5
659,238,166.9,481.7,55335,9.1,40.1,42.6,55.6
107,37,131.8,412.7,48683,11.7,42.4,44,58.7
162,61,161.1,452,50266,12.2,40.4,41,54.8
160,70,168,415.9,46943,18,41.8,42.9,58.6
218,72,177,572.8,41211,14.8,52.1,53.1,59.8
560,217,185.6,492.4,52852,13.7,37.4,39.9,51.5
116,55,209.5,472.2,42079,13.4,49.1,49.4,59.3
707,237,153,467.5,69346,5.9,40.8,43,60.5
2221,750,155.3,474.7,76584,5.8,41.5,43.9,59.7
333,147,189.4,472.2,52850,10.4,43.5,45.3,55.5
158,70,181.1,432.3,46835,13.9,46.8,49.2,56
891,332,172.9,483.9,52711,12.1,37.1,38.5,48.7
442,165,156.6,452.9,51003,11.3,42.1,44.8,55.3
114,36,128.4,397.6,42838,24,26.1,27,39.8
63,27,159.8,416.6,50437,10.7,41.5,40.6,56.2
146,58,215.9,436.5,79358,7.1,32.4,32.9,56.6
77,26,151.5,426.1,58225,12.3,38.2,39.8,53.2
67,30,196.6,434.9,63166,9.3,38.9,41.6,58.9
28,15,152.2,280.9,59701,8.4,42.6,44.8,67.4
191,81,169,409.3,48624,14,37.1,39.4,49.6
72,31,159.5,392.1,45721,14.3,41.6,44.7,52.9
37,13,163,484.2,44427,10.9,48.1,50.1,55.9
49,19,147.8,412.7,51434,9.7,42.9,45.8,54.1
435,159,156.1,438.5,57192,10.8,35.2,38.2,53.3
73,27,143.3,365.9,63575,9,37.6,39.1,61.4
367,139,168.2,451,57427,10.4,35.4,37.1,50.6
16,7,180.6,436.8,45251,14.7,41.4,44.3,55.4
158,61,152,411.3,55354,10.8,42.3,44.6,56.3
54,20,141.5,416.9,49713,13,46.2,49.6,55
173,65,168.7,458.1,54716,9.9,42,42.5,56.9
33,11,126.9,352,77222,6.8,36.9,39.8,62.1
155,49,141.1,403.5,72604,9.8,33.9,33.4,55.2
83,23,136.9,402.7,75348,7.7,38.2,37.9,47.7
68,24,132.8,359.3,56800,10,33.2,35.8,56.5
50,21,182.3,448,50802,12.6,43.7,43.1,56
37,17,182.6,397.1,55520,13.2,42,42.7,58
48,17,157,467.5,36544,20.5,43,43.4,60.2
98,48,210.5,415.7,44811,17,35.3,38.6,51.3
51,24,171.2,355.4,39615,23.6,36.3,39.6,43.8
141,60,225.1,541.3,33650,24.8,38.8,40.9,39.3
239,98,179.8,443.1,46288,19.8,40.4,42.9,50.9
959,398,206.7,497.4,41010,18.8,34.2,36.8,45.3
1189,413,175.5,502.3,38454,23.6,32,35.2,35
110,48,239.7,554.1,22640,44,31,36.6,25.1
55,22,220.9,560.9,25562,40.3,32.3,37.5,26.8
7,4,257.8,448.4,37096,39.5,44.5,43.7,33.6
136,55,193.2,487.2,38366,17.2,37.1,41.5,51.9
728,285,193.7,486.8,48018,15.6,36.7,38.6,48
102,42,194.1,468.1,35019,22.7,41.2,42.2,50.9
42,17,199.1,491.8,26408,38.5,33.4,37.5,26.3
75,35,216.1,464.5,28271,29.8,42.1,44.6,41.6
346,141,178.6,446.7,37367,24.4,35.6,37.9,48
55,22,171,432,33015,28.2,35.7,41.5,36.7
180,70,168.3,441.6,40797,25.9,28.1,29.3,36.3
232,82,163.5,444.2,51389,14.2,32.5,35.1,52.4
397,149,161.9,438.8,38869,21.7,35.1,39.8,42.8
82,33,211.9,527.4,38471,22.3,40,41.1,51.6
118,59,236,475.7,32239,27.1,32.6,37.3,45.5
459,225,249.7,517.1,43374,19.4,35.2,37.6,48.8
165,76,234.6,511.5,26439,40.1,31.1,34.7,27.4
194,86,212.5,478.1,36118,21.6,36.2,39.7,48.7
285,121,185,445.6,39937,23.6,35,37.7,45.7
430,269,292.5,460.5,66671,13.1,35.4,37.8,52.3
146,66,205.5,462.7,33428,30.4,37.3,40.5,50.3
184,88,213.6,438.7,37554,21.5,38.8,40.4,43.9
227,80,174.3,501,36810,20.1,38.7,42.7,49.8
67,28,194.5,473.8,31963,24.7,40.5,42.9,48.2
137,59,181.3,419.5,37686,20.7,34.7,36.9,45.6
116,48,185.3,457.9,35185,22.3,37.1,38.3,48.9
54,27,204.2,423.5,28730,31.3,34.3,40,39.4
160,56,147.8,425.4,34429,29.9,24,26,33
178,83,224.4,478.6,34526,25.9,35.2,37.8,40
326,137,208.6,495.5,38465,19.3,39.5,41.9,51.9
69,28,202.6,492.4,32459,22.6,37.7,43,48.2
235,101,215.8,506.1,30078,30.5,34.6,39.2,40.4
150,59,180.8,468.2,40198,17.7,35,39.2,49.2
129,63,203.2,428.8,34794,22.3,37.1,41.5,51.1
40,24,254.5,432.5,26204,36.2,36.7,40.2,36
697,222,157.3,483.7,58368,11.1,35.9,37.9,53.5
158,62,211,535.9,32049,26.9,34.5,37.2,42.7
33,13,215.1,543.8,27877,37.4,33.7,40.4,32.9
146,58,183.7,461.8,34338,25.9,35.5,41.1,46.2
75,40,200.5,376.2,38975,20.8,40.1,40.1,53.6
93,39,214.2,506.8,41136,19.5,35.4,39.1,49.3
126,63,230.1,463.6,29227,34.8,32.8,35.7,29.3
70,37,235,447.4,28456,37.4,33.2,43.9,30.1
141,64,215.5,474.6,40975,18.5,34.7,38.3,44.8
106,45,175.7,415.1,37026,19.1,36.9,40.8,56.1
116,49,184,445.6,35550,17.7,42.8,42.9,56
49,21,236.9,523.3,30689,27.9,30.3,33.8,35.3
144,47,149.4,461.3,37667,15.9,37.5,38.4,51.7
77,39,202.5,402.1,31607,26.4,36.1,43.4,46
250,103,192.1,469.1,40397,21.7,36.8,39.7,44.8
269,127,241.1,496.1,30292,35.1,33.1,38.3,33.7
101,49,209.4,431.7,35425,24.7,35.3,38.2,48.7
69,28,214.5,549.9,34073,22.1,38.4,42.7,52.8
49,24,219.7,437.7,27596,32.5,35.6,42.9,34.4
114,45,181.7,474.4,34403,26.3,37.8,42.4,44.6
90,39,235.8,561.9,34494,23.4,39.8,43,49.5
139,58,207.4,493.2,30313,34.6,35.3,36.9,34.4
105,43,162.6,420.1,35425,26.9,27.8,27.9,39.1
74,35,156,344.4,56309,10.7,41.2,43.2,61.4
34,21,222.4,372.9,45997,12.2,45.3,48.3,56.1
150,64,196.1,482.6,41302,17.2,37.8,40.1,48.6
198,85,172.8,419.6,38139,20.2,42.5,44.2,55.9
61,30,172.5,382.1,37581,19.1,39.9,42.7,64.2
100,50,211.1,454.5,41462,18.4,40.8,43.7,54.4
164,72,209.6,500.6,33236,19.5,51.8,53.2,56.9
74,31,190.4,468.7,39033,20.1,41.9,43.6,53.8
639,229,166.2,459.7,50305,19.5,29.6,30.8,43.8
465,195,189.9,469.6,45431,17.8,35.6,38.3,44.9
254,126,220.7,460.1,35774,21.3,38.6,41.9,51.4
62,26,199.3,508.2,43111,16.2,41.4,43.5,58.6
228,84,180.1,477.4,49384,14.2,36.8,38.8,47.4
279,107,152.7,399.4,44410,17.5,49.9,49.7,57
360,153,170.3,422.7,47705,17,35.2,37.3,49.2
59,28,197.3,460.8,39017,16.5,40.9,43.4,53.6
39,21,255.8,492.8,32170,24,41.7,40.4,46.7
473,207,182.5,430.1,60970,10.5,38,40.2,58.6
82,40,172.7,400.7,33631,21.4,42.3,46.5,55.2
52,22,166.7,444.2,43049,12,44.1,47.3,54.5
337,119,146.6,417.7,51831,11.3,36.7,38.6,60.3
47,22,228.4,506.4,43298,15.7,43,44.7,58.5
1089,386,176.4,492,61598,9.1,35.6,37.9,52
115,51,196.5,459.5,51221,12.4,40.2,41.5,58.2
376,139,168.6,458.6,51885,13.3,36.8,39.4,49.3
100,40,179.9,481.5,42166,14,34.7,42.4,50.6
150,65,206.8,488,37379,20.7,40,42.3,51.8
45,23,194.1,383.9,37173,18.5,45.5,48.6,54.7
95,40,179.1,435.4,34987,21.7,41.8,43.8,56.9
47,23,206.3,433.7,41610,16.8,40.4,40.8,58.1
47,19,123.4,319.3,42174,18.6,38,44.5,43.9
90,45,200.1,424.4,34411,21.6,42.1,44.6,51.8
64,35,166.5,317.9,31805,23,46.2,47.8,58.6
168,93,230,424.9,31486,29.8,37.4,41.7,47.4
550,210,180,475.2,51978,11.8,38.9,41.5,56.7
1962.667684,7,136.2,453.5494221,50886,10.4,45.3,50.1,69.1
1962.667684,6,134,453.5494221,45341,12,49,51.9,60.8
1962.667684,13,197.8,453.5494221,60279,10.9,32.4,33.2,62.5
1962.667684,9,150.7,453.5494221,58543,8.3,36.8,35,64.8
1962.667684,3,156.9,453.5494221,52795,10.8,48.7,49.9,66.6
1962.667684,17,155.4,453.5494221,39732,16.9,48,48,55.3
1962.667684,5,164.2,453.5494221,47709,12.8,35.8,39.1,61.8
1962.667684,19,194.7,453.5494221,50525,12.9,39.7,46.7,56.6
1962.667684,79,162.2,453.5494221,55074,12.8,37.7,39.3,58.4
1962.667684,5,122.6,453.5494221,59596,10.7,32.6,38.5,58.6
1962.667684,4,127.6,453.5494221,52394,8.8,46.3,49.3,65.5
1962.667684,31,178.7,453.5494221,53796,10.3,39.4,42.5,61.4
1962.667684,42,173,453.5494221,56927,9.4,42.6,44.6,61.7
1962.667684,11,165.8,453.5494221,44101,13.5,50.7,52.8,63.5
1962.667684,796,146.8,453.5494221,76104,6.6,35.6,38.1,56.8
1962.667684,9,209.6,453.5494221,53484,12.2,30.6,39.3,63
1962.667684,16,129.4,453.5494221,53378,11.2,41.7,46.8,56.6
1962.667684,6,141.4,453.5494221,46318,12.8,41.3,42.4,60
1962.667684,4,148.6,453.5494221,53739,10.9,44.7,44.4,55.9
1962.667684,126,166.5,453.5494221,65549,10.9,36.4,38.6,53.1
1962.667684,9,164.5,453.5494221,44896,12.7,43.8,47.9,56.3
1962.667684,31,219.4,453.5494221,44520,14.8,44.3,42.9,61.7
1962.667684,6,129.1,453.5494221,49852,9.7,40.6,45.7,59.7
1962.667684,65,182.9,453.5494221,43038,18,32.5,32.4,46
1962.667684,70,161.2,453.5494221,57878,8.8,40.2,43.6,58.9
1962.667684,30,143.8,453.5494221,47723,11.9,43.7,46,57.9
1962.667684,25,150.8,453.5494221,47901,11.1,43.3,46.3,61.4
1962.667684,11,176.2,453.5494221,53903,11.7,36.5,42.4,61.7
1962.667684,56,150.2,453.5494221,63924,9.5,39.5,41.4,59.3
1962.667684,16,151.3,453.5494221,48645,11.2,40.8,48,59.8
1962.667684,99,208.4,453.5494221,42221,18,37,41.9,50.3
1962.667684,20,193.4,453.5494221,44774,12.5,46.6,49.5,62
1962.667684,7,165.4,453.5494221,55378,11.1,38.3,46.3,54.2
1962.667684,25,147.7,453.5494221,54149,9.9,39.7,43.6,61.9
1962.667684,42,183.5,453.5494221,41527,17.7,39.7,40.6,53.1
1962.667684,7,128.7,453.5494221,51923,10,46,51.9,62.5
1962.667684,10,109.9,453.5494221,44846,13.5,42.1,48.5,49.6
1962.667684,39,181.3,453.5494221,52749,12.9,42.2,42.9,57.4
1962.667684,12,166.2,453.5494221,38848,12.9,46.5,49.7,59.6
1962.667684,13,151.2,453.5494221,52744,10.4,39.5,45.4,63.8
1962.667684,18,182.5,453.5494221,47351,13.9,41.5,48.2,46.2
1962.667684,16,171.1,453.5494221,45856,11.4,44.2,45.5,60.5
1962.667684,36,153.9,453.5494221,65373,10,34.7,34.6,62.3
1962.667684,25,177.9,453.5494221,54701,10.3,35,42.6,55.5
1962.667684,9,177.8,453.5494221,44932,11.8,48.7,52.4,61.7
1962.667684,152,172.6,453.5494221,46533,15.8,37.6,42.3,53.3
1962.667684,15,154.1,453.5494221,42381,12.7,50,51.7,57.4
1962.667684,24,173.6,453.5494221,49152,14.7,35.3,41.9,56.4
1962.667684,70,154.3,453.5494221,46468,20.2,24.5,25.3,39.1
1962.667684,13,164.7,453.5494221,48383,12,43.2,45.3,57.4
1962.667684,8,114.3,453.5494221,43083,12.1,48.1,49.8,56.8
1962.667684,20,151.9,453.5494221,45443,13.3,43.8,48.5,58
1962.667684,118,175.6,453.5494221,48460,13,36.8,39.1,48.9
1962.667684,11,160.5,453.5494221,56032,8.3,40.7,43.4,65.3
1962.667684,864,171.5,453.5494221,51175,14.7,33.4,35.7,49.8
1962.667684,29,164.4,453.5494221,47381,15.7,29.2,29.6,47.7
1962.667684,374,171.6,453.5494221,52795,15,37.4,40.1,49.5
1962.667684,7,143.1,453.5494221,52300,10.9,43.1,48.3,64.1
1962.667684,14,161.6,453.5494221,43100,16.2,39.4,36.8,54.2
1962.667684,13,157.6,453.5494221,41303,13.5,50.3,50.9,60.7
1962.667684,9,126,453.5494221,45945,14.1,42.3,45.2,63.1
1962.667684,4,127.9,453.5494221,56591,11.5,36.9,33.6,63.5
1962.667684,10,148.2,453.5494221,59773,9.7,34.3,37,68
1962.667684,53,170.1,453.5494221,52476,13.3,39.4,41.7,56.3
1962.667684,15,154.5,453.5494221,50639,11.3,34.2,37.2,55.6
1962.667684,9,177.9,453.5494221,46859,9.9,48.8,49.4,66
1962.667684,14,150.3,453.5494221,59160,9.6,41.9,43,61.2
1962.667684,4,175.5,453.5494221,49109,12,43.4,38.8,60.1
1962.667684,18,172.4,453.5494221,43264,10.8,44.1,48.4,62.5
1962.667684,6,177.6,453.5494221,53447,11.5,34.5,40.5,60.6
1962.667684,23,171.1,453.5494221,39764,16.7,42.1,46.1,53.2
1962.667684,16,293.9,453.5494221,35502,18.4,46.9,48.6,53.6
1962.667684,326,221.8,453.5494221,37087,24.4,32.4,34.2,41.7
106,46,200.2,469.7,31558,26.3,39.1,42.5,50.9
101,47,195.1,425.8,39801,19,39.6,42,58.2
119,47,202.2,513.5,54331,11.3,38.5,40.7,57.2
51,22,191.3,460.2,44732,16.8,41.5,44.2,54.8
258,102,192,502.2,37666,19.5,39,42,55.8
79,33,238.5,564.2,34126,22.7,39.5,40.7,51
177,80,223,493.5,24868,33.5,39.2,42.5,46.6
526,183,175.7,483.6,66939,8,35.7,36.6,58.2
120,45,176.5,490.8,42812,19.2,40,43.3,49.1
332,130,198.2,525,40224,23.1,40.5,43.4,51.7
